,id,fdid,state,name,res_structure_fire_count,geom_id,source
4866,73362,KA501,TX,Aldine Fire & Rescue,34,6625,unincorporatedplace
4867,84288,02006,NC,Hiwassee Dam Volunteer Fire Department  Inc.,34,31099,minorcivildivision
4868,90724,02303,NC,Number Three Volunteer Fire Department,34,1280,countyorequivalent
4869,88698,13015,OH,Milford Community Fire Department,34,45,countyorequivalent
4870,87816,22109,OH,Margaretta Township Fire Department,34,16045,incorporatedplace
4871,90370,93181,TN,North End Volunteer Fire Department,34,38565,minorcivildivision
4872,88605,06406,NC,Middlesex Volunteer Fire Department,34,16742,incorporatedplace
4873,74827,02021,AZ,Benson Fire Department,34,5606,incorporatedplace
4874,90187,68016,OK,Nicut Rural Fire District,34,508,countyorequivalent
4875,99270,33050,NY,Westmoreland Fire Department,34,1278,unincorporatedplace
4876,74918,BP301,TX,Bertram Volunteer Fire Department,34,10726,incorporatedplace
4877,81604,03400,NJ,Florence Township Fire Department,34,30024,minorcivildivision
4878,94414,03410,MI,Saranac Community Fire Department,34,4794,incorporatedplace
4879,87799,62021,OH,Marblehead Fire Department,34,16705,incorporatedplace
4880,98214,10109,GA,Volunteer Fire Department of North Mitchell County,34,35466,minorcivildivision
4881,80806,00105,NC,Elon Fire-Rescue,34,17742,incorporatedplace
4882,76977,28002,IN,Center Township Volunteer Fire Department,34,N/A,
4883,86974,03006,MI,Litchfield Fire Department,34,2955,incorporatedplace
4884,82809,40001,AR,Grady Fire & Rescue Department,34,8037,incorporatedplace
4885,97856,45033,OH,Utica Volunteer Fire Department,34,15592,incorporatedplace
4886,95609,38017,MS,South Volunteer Fire Department,34,1093,countyorequivalent
4887,77810,PT304,KS,City of Onaga Fire Department and Rural Fire District #3,34,1556,incorporatedplace
4888,88387,73111,MN,Melrose Fire Department,34,2494,incorporatedplace
4889,77645,48230,KY,City of Evarts Volunteer Fire Department,34,1802,incorporatedplace
4890,80885,43004,AR,England Fire Department,34,8718,incorporatedplace
4891,91166,07242,FL,Orlando International Airport Fire-Rescue,34,7531,incorporatedplace
4892,86982,55040,LA,Little Caillou Volunteer Fire Department (Adminstration Station),34,84,minorcivildivision
4893,82816,45040,WI,Grafton Fire Department,34,9595,incorporatedplace
4894,79616,24006,IA,Denison Fire Department,34,3069,incorporatedplace
4895,89842,BA506,TX,New Boston Volunteer Fire Department,34,11887,incorporatedplace
4896,95524,30006,AR,South Malvern Rural Fire Department,34,7508,incorporatedplace
4897,88730,CB133,IL,Milledgeville Fire Protection District,34,9014,incorporatedplace
4898,83306,01014,NY,Guiderland Fire Department,34,30889,minorcivildivision
4899,77830,38090,WI,City of Peshtigo Fire Department,34,10054,incorporatedplace
4900,86109,64040,WI,Lake Geneva Fire Department,34,10993,incorporatedplace
4901,87021,02511,NC,Little Swift Creek Volunteer Fire Department,34,28426,minorcivildivision
4902,100002,43507,WY,Worland Fire Protection District #1,34,9966,incorporatedplace
4903,79972,19003,OK,Drumright Fire Department,34,19456,incorporatedplace
4904,88832,30042,NY,Mineola Fire Department,34,18934,incorporatedplace
4905,75406,79200,OH,Bolivar Volunteer Fire Department Inc.,34,25469,minorcivildivision
4906,80459,27M05,WA,Eatonville Fire & Rescue,34,10389,incorporatedplace
4907,85198,23015,LA,Jeanerette Volunteer Fire Department,34,2188,incorporatedplace
4908,83622,02508,NC,Harlowe Volunteer Fire Department,34,29729,minorcivildivision
4909,88343,29003,IA,Mediapolis Fire Department,34,249,incorporatedplace
4910,88971,F3460,ME,Monmouth Fire Department,34,2906,minorcivildivision
4911,91107,59007,IN,Orange County Rural Volunteer Fire Department District 1,34,2895,countyorequivalent
4912,88800,53080,WI,Milton and Milton Township Fire Department,34,11034,incorporatedplace
4913,85887,KD193,IL,Knoxville Community Fire Protection District,34,6751,incorporatedplace
4914,74042,23001,IN,Attica Fire Department,34,3379,incorporatedplace
4915,83435,02000,AR,Hamburg Fire Department,34,5675,incorporatedplace
4916,81051,0116,OR,Evans Valley Fire District #6,34,6902,unincorporatedplace
4917,88380,CN311,TX,Melissa Fire Department,34,12485,incorporatedplace
4918,78615,04008,NY,Conklin Volunteer Fire Department  Inc.,34,30587,minorcivildivision
4919,83935,03060,CT,Hebron Volunteer Fire Department,34,42076,minorcivildivision
4920,78953,04504,VA,Craig County-New Castle Volunteer Fire Department,34,46045,minorcivildivision
4921,93387,52089,NY,Ridge Volunteer Fire Department,34,883,unincorporatedplace
4922,82089,36074,PA,Friendship Fire and Hose Company,34,12890,incorporatedplace
4923,98412,30067,NY,Wantagh Fire Department,34,1421,unincorporatedplace
4924,83262,17115,MA,Groton Fire Department,34,5474,unincorporatedplace
4925,99299,07615,NC,Westside Volunteer Fire & Rescue Department,34,30057,minorcivildivision
4926,91257,00314,MI,Otsego Fire Department,34,1250,incorporatedplace
4927,78192,GB403,TX,Clint Fire Department,34,13239,incorporatedplace
4928,80905,74005,MS,Enon Fire Department,34,33398,minorcivildivision
4929,85465,92004,IA,Kalona Volunteer Fire Department,34,913,incorporatedplace
4930,95932,48015,LA,St. John Westside Volunteer Fire Department,34,2181,unincorporatedplace
4931,87134,58008,CA,Loma Rica/Browns Valley CSD,34,7854,unincorporatedplace
4932,82983,68011,OH,Gratis Fire Department,34,18946,incorporatedplace
4933,73479,04401,MI,Almont Fire Department,34,5776,minorcivildivision
4934,90837,02702,VA,Oakwood Volunteer Fire Department,34,1871,countyorequivalent
4935,85959,35067,NM,La Luz Volunteer Fire Department,34,2892,unincorporatedplace
4936,100003,55336,ID,Worley Fire Protection District,34,42436,minorcivildivision
4937,79353,05050,CT,Darien Fire Department,34,4861,unincorporatedplace
4938,93871,32955,KY,Route 504 Volunteer Fire/Rescue Department,34,311,incorporatedplace
4939,100201,FC224,IL,Zeigler Fire Department,34,9168,incorporatedplace
4940,76339,40035,CA,CAL FIRE/San Luis Obispo County Fire Station #15 - South Bay,34,7572,unincorporatedplace
4941,93147,67007,IN,Reelsville-Washington Township Volunteer Fire Department,34,12114,minorcivildivision
4942,91305,54008,NY,Owego Fire Department,34,14995,incorporatedplace
4943,90664,87031,OH,Northwood Fire Department,34,16239,incorporatedplace
4944,76019,45228,OH,Buckeye Lake Village Fire Department,34,17191,incorporatedplace
4945,92409,03200,OH,Polk-Jackson-Perry Fire,34,15537,incorporatedplace
4946,82673,05005,MO,Goldman Fire Protection District,34,32780,minorcivildivision
4947,81165,18131,TN,Fairfield Glade Fire Department,34,45769,minorcivildivision
4948,89610,40046,PA,Nanicoke City Fire Department,34,14502,incorporatedplace
4949,87555,13110,WI,Madison Town Fire Department,34,37403,minorcivildivision
4950,87413,53021,NY,Lunberland Volunteer Fire Department Inc.,34,30335,minorcivildivision
4951,86931,22035,PA,Linglestown Fire Company,34,15378,minorcivildivision
4952,99476,30146,KY,Whitesville Fire Department,34,3036,minorcivildivision
4953,75493,22050,WI,Boscobel Fire Department,34,9998,incorporatedplace
4954,80361,07603,NC,East Side Fire Department,34,30044,minorcivildivision
4955,98352,02921,NC,Wallburg Fire Department  Inc.,34,15157,incorporatedplace
4956,87261,01079,NM,Los Ranchos Fire Department,34,18088,incorporatedplace
4957,99617,03341,MA,Williamstown Fire Department,34,141,unincorporatedplace
4958,99546,34106,WV,Wilderness Volunteer Fire Department  Inc.,34,46976,minorcivildivision
4959,82981,11208,SC,Grassy Pond Fire Department,34,16276,minorcivildivision
4960,84369,17136,MA,Holliston Fire Department,34,1407,minorcivildivision
4961,81093,05603,MO,Ewing/Maywood R-4 Fire Protection District,34,16777,incorporatedplace
4962,75749,XY404,TX,Bridgeport Volunteer Fire Department,34,13747,incorporatedplace
4963,73238,09001,NY,Afton Fire Department,34,18977,incorporatedplace
4964,95766,37140,WI,Spencer Fire Department,34,9544,incorporatedplace
4965,80414,28003,IN,Eastern Volunteer Fire Department,34,11377,minorcivildivision
4966,80597,73010,AR,El Paso Volunteer Fire Department,34,44199,minorcivildivision
4967,95767,21009,IA,Spencer Fire Department,34,3680,incorporatedplace
4968,74586,04016,AR,Beaver Lake Fire Department,34,3517,unincorporatedplace
4969,82730,17004,MD,Goodwill Fire Company  Inc. (Queen Annes County Station 4),34,3971,incorporatedplace
4970,83642,71016,MS,Harmony/Central Volunteer Fire Dept.,34,35255,minorcivildivision
4971,80437,05060,CT,Easton Volunteer Fire Company No. 1,34,40353,minorcivildivision
4972,74661,56015,OK,Beggs Fire Department,34,14258,incorporatedplace
4973,78063,34009,NY,Clay Volunteer Fire Department  Inc.,34,26609,minorcivildivision
4974,88407,07414,MI,Memphis Volunteer Fire Department,34,8649,minorcivildivision
4975,86220,45015,IN,Lakes of the Four Seasons Volunteer Fire Force,34,4735,incorporatedplace
4976,89266,04051,CT,Mortlake Fire Company,34,7796,unincorporatedplace
4977,92675,20111,WV,Pratt Volunteer Fire Department,34,46846,minorcivildivision
4978,77605,06810,GA,City of Clarkesville Fire Department,34,9135,incorporatedplace
4979,84920,66005,OK,Inola Fire Department,34,12233,incorporatedplace
4980,85367,01609,MI,Joint Admin Fire Board Inverness Fire Department,34,8015,minorcivildivision
4981,76446,01501,MO,Camdenton Fire Department,34,17853,incorporatedplace
4982,99121,02527,AL,West Point Fire Department,34,6614,incorporatedplace
4983,92073,37008,MS,Pine Ridge Volunteer Fire Department,34,35278,minorcivildivision
4984,88332,03431,NJ,Medford Farms Volunteer Fire Company,34,30579,minorcivildivision
4985,83155,03601,AL,Greensboro Volunteer Fire Department,34,7525,incorporatedplace
4986,84384,06707,NC,Holly Ridge Volunteer Fire and Rescue Department,34,16555,incorporatedplace
4987,86544,08070,CT,Lebanon Volunteer Fire Department  Inc.,34,43649,minorcivildivision
4988,96481,0363,OR,Sunriver Fire Department,34,1031,unincorporatedplace
4989,91802,60003,OK,Perkins Fire Department,34,24675,minorcivildivision
4990,82003,48070,WI,Frederic Rural Fire Association,34,11085,incorporatedplace
4991,91514,02470,NJ,Park Ridge Volunteer Fire Department,34,15981,incorporatedplace
4992,77978,DD243,IL,Clarendon Hills Fire Department,33,6758,incorporatedplace
4993,96028,69369,KY,Stanford Fire Department,33,3205,incorporatedplace
4994,75458,42022,AR,Booneville Rural Fire Department,33,40472,minorcivildivision
4995,73172,04101,MI,Ada Township Fire Department,33,5701,minorcivildivision
4996,91315,13027,OH,Owensville Fire & Rescue,33,17373,incorporatedplace
4997,95759,13281,TN,Speedwell Volunteer Fire Department,33,37524,minorcivildivision
4998,92263,02503,MO,Plattsburg Fire Protection District,33,2444,incorporatedplace
4999,92991,40090,LA,Rapides Parish Fire Protection District #11,33,2783,minorcivildivision
5000,94088,46030,LA,Saint Helena Fire Protection District #4,33,3530,minorcivildivision
5001,96393,90181,TN,Sulphur Springs Volunteer Fire Department,33,46036,minorcivildivision
5002,80423,DY404,TX,Eastland Fire Department,33,13400,incorporatedplace
5003,80990,31350,AK,Ester Volunteer Fire Department,33,10032,unincorporatedplace
5004,86020,36063,PA,Lafayette Fire Company,33,17094,minorcivildivision
5005,95577,MC463,IL,South Roxana Fire Protection District,33,6917,incorporatedplace
5006,86935,07604,MO,Linn Fire Protection District,33,16820,incorporatedplace
5007,95503,07810,GA,South Jackson Volunteer Fire Department,33,42667,minorcivildivision
5008,88875,20022,DE,Minquadale Fire Company,33,35777,minorcivildivision
5009,81333,14701,VA,Farmville Volunteer Fire Department,33,15527,incorporatedplace
5010,81186,17005,MS,Fairhaven Volunteer Fire Department,33,33978,minorcivildivision
5011,81177,13303,VA,Fairfield Volunteer Fire Department,33,37435,minorcivildivision
5012,99910,01260,CT,Woodbury  Fire Department,33,41897,minorcivildivision
5013,79245,39203,SC,Dacusville Volunteer Fire Department,33,17735,minorcivildivision
5014,84995,WC144,IL,Irvington Fire Protection District,33,9726,incorporatedplace
5015,81052,07004,IA,Evansdale Fire Rescue,33,3199,incorporatedplace
5016,90669,22106,KY,Norton Branch Volunteer Fire Department,33,3290,minorcivildivision
5017,76284,10009,MS,BYWY Volunteer Fire Department,33,34543,minorcivildivision
5018,80184,09914,NC,East Bend Volunteer Fire Department,33,18463,incorporatedplace
5019,93809,02418,NC,Roseland Volunteer Fire Department,33,31187,minorcivildivision
5020,89252,08414,VT,Morristown Fire Department,33,13874,incorporatedplace
5021,95600,08674,NC,South Surry Volunteer Fire Department,33,29888,minorcivildivision
5022,75256,26001,IA,Bloomfield Volunteer Fire Department,33,297,incorporatedplace
5023,86848,66010,OK,Limestone Fire Protection District,33,450,countyorequivalent
5024,76948,WB133,IL,Cental Warren Fire Protection District,33,9702,incorporatedplace
5025,89823,06110,VA,New Baltimore Volunteer Fire & Rescue Department (Fauquier County  Company 10),33,7413,unincorporatedplace
5026,94960,09017,NY,Sherburne Fire Department,33,17972,incorporatedplace
5027,76981,27001,IN,Center Township Volunteer Fire Department Inc.,33,11764,minorcivildivision
5028,85586,R2910,ME,Kennebunk Fire Rescue,33,8463,unincorporatedplace
5029,84965,07409,MI,Ira Township Fire Department,33,5009,minorcivildivision
5030,79465,08004,MI,Decatur Hamilton Fire Department,33,3956,incorporatedplace
5031,93932,13150,WV,Rupert Volunteer Fire Department,33,9555,incorporatedplace
5032,74670,03402,NC,Belews Creek Volunteer Fire & Rescue Department  Inc.,33,29459,minorcivildivision
5033,79952,42212,SC,Drayton Fire Department,33,17175,minorcivildivision
5034,75507,75003,OH,Botkins Fire Department,33,19313,incorporatedplace
5035,88312,19003,MS,Meadville Volunteer Fire Department District 5,33,1085,countyorequivalent
5036,89979,09212,MO,New Melle Fire Protection District,33,17918,incorporatedplace
5037,75546,RZ503,TX,Bowie Rural Volunteer Fire Department,33,38670,minorcivildivision
5038,88604,11903,VA,Middlesex Volunteer Fire Department,33,38929,minorcivildivision
5039,88404,HV403,TX,Memphis Fire Department,33,12842,incorporatedplace
5040,82248,02310,AL,Gantt Area Fire & Rescue  Inc.,33,6928,incorporatedplace
5041,88036,11001,NV,Mason Valley Fire Protection District,33,19091,incorporatedplace
5042,97976,22161,TN,Vanleer Volunteer Fire Department,33,12147,incorporatedplace
5043,86482,15104,WV,Lawrenceville Volunteer Fire Department,33,39258,minorcivildivision
5044,91042,48104,MN,Onamia Fire Department,33,438,incorporatedplace
5045,98833,02922,NC,Welcome Fire Department,33,1519,unincorporatedplace
5046,96868,01200,CT,Thomaston Volunteer Fire Department,33,7251,unincorporatedplace
5047,86212,52060,NY,Lakeland Fire Department,33,127,unincorporatedplace
5048,84982,11101,MO,Irondale Fire Protection District,33,14897,incorporatedplace
5049,91957,09005,OK,Piedmont Fire Department,33,13717,incorporatedplace
5050,99148,52115,NY,West Sayville Fire Department,33,7659,unincorporatedplace
5051,94567,47024,NY,Scotia Village Fire Department,33,16053,incorporatedplace
5052,79653,PG302,TX,Deport Volunteer Fire Department,33,14325,incorporatedplace
5053,95929,66031,FL,St. Joe Fire Department,33,5709,incorporatedplace
5054,76212,28005,NY,Bushnell's Basin Fire Department,33,31455,minorcivildivision
5055,94645,N4330,ME,Searsport Fire Department,33,285,unincorporatedplace
5056,76202,28203,OH,Burton Fire and Rescue,33,19127,incorporatedplace
5057,73264,30135,KY,Airport-Sorgho Fire Department,33,3037,minorcivildivision
5058,77628,05010,MO,City of DeSoto Fire & Rescue,33,16547,incorporatedplace
5059,99450,32012,NH,Whitefield Fire Department,33,4567,unincorporatedplace
5060,96369,79035,OH,Sugarcreek Fire Department,33,17398,incorporatedplace
5061,84086,BR201,KS,Hiawatha Fire Department,33,715,incorporatedplace
5062,86657,MK293,IL,LeRoy Community Fire Protection District,33,6163,incorporatedplace
5063,97021,07296,MA,Tisbury Fire Department,33,8008,unincorporatedplace
5064,99427,45131,TN,White Pine Volunteer Fire Department,33,14660,incorporatedplace
5065,86736,37001,AR,Lewisville Volunteer Fire Department,33,7699,incorporatedplace
5066,98354,XC405,TX,Waller Volunteer Fire Department,33,10836,incorporatedplace
5067,97382,21233,OH,Tri-Township Fire District,33,17323,incorporatedplace
5068,74483,57002,NY,Bay Ridge Volunteer Fire Company  Inc.,33,29031,minorcivildivision
5069,98330,21104,WV,Walkersville Volunteer Fire Department,33,46179,minorcivildivision
5070,75027,66013,AR,Big Creek Fire Department,33,42382,minorcivildivision
5071,89512,34303,SC,Mullins Fire Rescue,33,12576,incorporatedplace
5072,77654,10704,MO,City of Forsyth Fire Department,33,3735,incorporatedplace
5073,97352,39005,OH,Tri-Community Joint Fire District,33,18048,incorporatedplace
5074,95994,52025,LA,St. Tammany Fire District 6,33,286,minorcivildivision
5075,82011,85013,OH,Fredericksburg Fighters Assocation,33,18676,incorporatedplace
5076,92669,00810,MI,Prairieville Township-Pine Lake Fire Department,33,8670,minorcivildivision
5077,79422,0089,OR,Dayton Fire District,33,10906,incorporatedplace
5078,75846,13201,SC,Brocks Mill Rural Fire Department,33,16248,minorcivildivision
5079,97757,30861,TN,United Volunteer Fire Department,33,10654,incorporatedplace
5080,80165,BK403,TX,Early Volunteer Fire Department,33,13014,incorporatedplace
5081,95138,A5549,KY,Simpsonville Rural Fire Protection District,33,21,incorporatedplace
5082,81245,03106,NC,Faison Fire & Rescue Inc.,33,15589,incorporatedplace
5083,90667,98007,IA,Northwood Volunteer Fire Company,33,589,incorporatedplace
5084,90965,02420,NC,Old Dock/Cypress Creek Volunteer Fire Department,33,31316,minorcivildivision
5085,96829,08506,NC,The Pinnacle Volunteer Fire and Rescue  Inc.,33,842,unincorporatedplace
5086,74975,40412,NH,Bethlehem Fire Department,33,6820,unincorporatedplace
5087,77288,18002,IA,Cherokee Fire Department,33,2256,incorporatedplace
5088,76960,02101,NC,Center Hill Cross Roads Fire Department,33,26300,minorcivildivision
5089,75179,11203,SC,Blacksburg Volunteer Fire Department,33,15212,incorporatedplace
5090,94770,SW403,KS,Seward County Fire Department,33,1469,incorporatedplace
5091,85254,10020,MD,Jefferson Volunteer Fire Company (Frederick County Fire & Rescue),33,6786,unincorporatedplace
5092,73924,27011,MA,Ashburnham Fire Department,33,2241,minorcivildivision
5093,93462,08015,OH,Ripley Fire Department,33,19605,incorporatedplace
5094,76044,E1570,ME,Bucksport Fire Department,33,2225,unincorporatedplace
5095,80620,KA182,IL,Elburn & Countryside Fire Protection District,33,8388,incorporatedplace
5096,99907,02010,IN,Woodburn Fire Department,33,889,incorporatedplace
5097,93108,35003,AR,Redfield Fire Department,33,42115,minorcivildivision
5098,77370,03040,WI,Chetek Fire Department,33,10263,incorporatedplace
5099,82245,44105,WV,Gandeeville-Harmony Volunteer Fire Department,33,45936,minorcivildivision
5100,74462,39103,MN,Baudette Volunteer Fire Department,33,3672,incorporatedplace
5101,83789,WB218,TX,Haslet Fire Department,33,14405,incorporatedplace
5102,79337,75001,AR,Danville Fire Department,33,42362,minorcivildivision
5103,82283,08204,NC,Garland Fire and Rescue  Inc.,33,17566,incorporatedplace
5104,96059,77108,MN,Staples Fire Department,33,4251,minorcivildivision
5105,77344,23047,PA,Chester Township Fire Company,33,12852,incorporatedplace
5106,77189,01503,MI,Charlevoix Fire Department,33,4345,incorporatedplace
5107,77275,04003,NY,Chenango Fire Company  Inc.,33,30586,minorcivildivision
5108,88661,30881,TN,Midway Volunteer Fire Department,33,46227,minorcivildivision
5109,75642,62003,NY,Branchport/ Keuka Park Fire District,33,30034,minorcivildivision
5110,97080,08444,AZ,Tonopah Valley Fire District,33,35977,minorcivildivision
5111,96831,08507,NC,The Sauratown Volunteer Fire Department  Inc,33,28767,minorcivildivision
5112,86630,05025,MI,Lenox Township Fire Department,33,6818,minorcivildivision
5113,80723,16503,VA,Elkton Volunteer Fire Company (Rockingham County Fire & Rescue),33,12598,incorporatedplace
5114,78509,69005,OH,Columbus Grove Volunteer Fire Department,33,18696,incorporatedplace
5115,93100,VS513,TX,Red Springs Volunteer Fire Department,33,1403,countyorequivalent
5116,90585,90470,KY,Northeast Nelson Fire Department,33,3255,incorporatedplace
5117,85984,05601,MO,LaBelle Fire Protection District No. 1,33,16776,incorporatedplace
5118,97045,KS308,TX,Tolar Volunteer Fire Department,33,10651,incorporatedplace
5119,92712,50106,WV,Prichard Volunteer Fire Department,33,7548,unincorporatedplace
5120,92026,PB162,IL,Pinckneyville Rural Fire Protection District,33,6190,incorporatedplace
5121,78453,09042,AZ,Colorado City Fire District,33,7131,incorporatedplace
5122,83158,65079,PA,Greensburg Volunteer Fire Department,33,11336,incorporatedplace
5123,79548,86106,MN,Delano Fire Department,33,3463,incorporatedplace
5124,74467,71123,TN,Baxter Fire Department,33,13603,incorporatedplace
5125,98467,18700,VA,Warren County Department of Fire and Rescue,33,2025,countyorequivalent
5126,75598,SF113,IL,Bradford Community Fire Protection District,33,8305,incorporatedplace
5127,84637,22015,LA,Hudson Creek Fire District 6,33,3383,minorcivildivision
5128,80132,CR403,TX,Eagle Lake Volunteer Fire Department,33,11245,incorporatedplace
5129,75812,00200,RI,Bristol Fire Department,33,16411,minorcivildivision
5130,92549,03409,MI,Portland Fire Department,33,4793,incorporatedplace
5131,90614,77033,OH,Northfield Village Fire Department,33,16497,incorporatedplace
5132,100158,18009,IN,Yorktown/Mt. Pleasant Township Fire Department,33,19266,incorporatedplace
5133,76712,21099,KY,Carrollton Fire Department,33,624,incorporatedplace
5134,91178,35303,ID,Orofino Volunteer Fire Department,33,7097,incorporatedplace
5135,89037,52070,NY,Montauk Fire Department,33,1159,unincorporatedplace
5136,86498,40106,MN,Le Sueur Volunteer Fire Department,33,3745,minorcivildivision
5137,85423,73003,AR,Judsonia Volunteer Fire Department,33,44231,minorcivildivision
5138,87072,45209,KY,Load Volunteer Fire Department,33,1461,minorcivildivision
5139,90648,68017,OH,Northwest Fire Department,33,18963,incorporatedplace
5140,73285,04101,NC,Alamance Community Fire District  Inc.,33,30344,minorcivildivision
5141,89420,43013,AR,Mountain Springs Volunteer Fire and Rescue,33,42623,minorcivildivision
5142,74293,40101,WV,Bancroft Volunteer Fire Department,33,11042,incorporatedplace
5143,79302,71002,AR,Damascus Fire Department,32,7022,incorporatedplace
5144,82826,00107,NC,Graham Fire Department,32,17771,incorporatedplace
5145,77396,01124,MI,Chikaming Township Fire Department,32,7568,unincorporatedplace
5146,96904,60052,NY,Thornwood Fire Department,32,4314,unincorporatedplace
5147,96332,49001,SD,Sturgis Volunteer Fire Department,32,11948,incorporatedplace
5148,85774,07906,MI,Kingston Fire & Rescue,32,4322,incorporatedplace
5149,93308,07203,MI,Richfield Township Public Safety - Fire Division,32,4591,unincorporatedplace
5150,90132,17507,VA,Newsoms Volunteer Fire Department,32,45821,minorcivildivision
5151,74199,03201,MI,Bad Axe Area Fire Department,32,2978,incorporatedplace
5152,85838,19D01,WA,Kittitas County Fire Protection District 1,32,2624,unincorporatedplace
5153,81656,05040,CA,Foothill Fire Protection District,32,40634,minorcivildivision
5154,98562,59017,LA,Washington Parish Fire District #9,32,4099,minorcivildivision
5155,81567,46101,WV,Flemington Volunteer Fire Department,32,40082,minorcivildivision
5156,92904,04710,NC,Raeford Fire Department,32,18043,incorporatedplace
5157,97373,05013,MT,Tri-Lakes Volunteer Fire Department,32,33493,minorcivildivision
5158,87613,82108,MN,Mahtomedi Fire Department,32,3740,incorporatedplace
5159,99903,06270,CT,Woodbridge Fire Department,32,43807,minorcivildivision
5160,97126,27021,MA,Town of Barre Fire Department,32,3204,unincorporatedplace
5161,83477,02313,MI,Hamlin Township Fire Department,32,4997,minorcivildivision
5162,73119,15605,GA,Abbeville Fire/Rescue,32,6235,incorporatedplace
5163,74354,01102,NC,Barnardsville Volunteer Fire Department Inc.,32,31759,minorcivildivision
5164,82921,13D07,WA,Grant County Fire Protection District #7,32,9491,incorporatedplace
5165,83433,07004,IN,Hamblen Township Volunteer Fire Department,32,14422,minorcivildivision
5166,76287,70205,OH,C B & S Joint Fire District,32,19028,incorporatedplace
5167,83734,92479,KY,Hartford Fire Department,32,4810,incorporatedplace
5168,94044,06020,CA,Sacramento River Fire Protection District of Colusa County,32,6205,incorporatedplace
5169,78353,10060,WI,Colby Fire Department,32,39465,minorcivildivision
5170,92919,45010,AR,Ralph-Caney Fire Department,32,373,countyorequivalent
5171,91582,07003,NC,Pasquotank-Newland Volunteer Fire Department,32,27811,minorcivildivision
5172,79134,47031,FL,Crystal River Fire Department,32,8670,incorporatedplace
5173,75734,15023,NJ,Brick Township Fire Department #2,32,29546,minorcivildivision
5174,74406,47001,MS,Barton-Marshall Volunteer Fire Department,32,32887,minorcivildivision
5175,89946,21033,PA,New Kingstown Fire Company,32,9808,unincorporatedplace
5176,95985,20040,MD,St. Michaels Fire Department  Inc.,32,2527,minorcivildivision
5177,93185,06102,VA,Remington Volunteer Fire and Rescue (Fauquier County  Companies 2 & 14),32,12123,incorporatedplace
5178,91684,WJ203,IL,Pecatonica Fire Department,32,7732,incorporatedplace
5179,84172,83851,TN,Highland Volunteer Fire Department  Inc.,32,13247,incorporatedplace
5180,83615,83125,OH,Harlan Township Fire and Rescue,32,20938,minorcivildivision
5181,90305,01108,MI,North Berrien Fire Rescue Department,32,3052,incorporatedplace
5182,81092,FC234,IL,Ewing-Northern Fire Protection District,32,9100,incorporatedplace
5183,84646,AC406,TX,Hudson Volunteer Fire Department,32,13808,incorporatedplace
5184,96356,CH233,IL,Sugar Creek Township Fire Protection District,32,8479,incorporatedplace
5185,92128,88131,TN,Piney Volunteer Fire Department,32,38371,minorcivildivision
5186,85378,55007,OK,Jones Fire Department,32,15141,incorporatedplace
5187,82458,19215,OH,Gettysburg Rural Fire Department  Inc.,32,17245,incorporatedplace
5188,83273,55045,CA,Groveland Community Service District Fire Department,32,1616,unincorporatedplace
5189,81896,MJ163,IL,Fox River Grove Fire Protection District,32,9030,incorporatedplace
5190,77578,05805,MO,City of Brookfield Fire Department,32,16948,incorporatedplace
5191,93266,41110,WV,Rhodell Volunteer Fire Department  Inc.,32,10440,incorporatedplace
5192,91938,65200,OH,Pic-A-Fay Joint Fire District,32,14889,incorporatedplace
5193,88567,01507,MO,Mid-County Fire Protection District,32,17853,incorporatedplace
5194,86717,17008,MS,Lewisburg Volunteer Fire Department,32,33974,minorcivildivision
5195,89703,01022,NC,Navassa Volunteer Fire Department,32,19445,incorporatedplace
5196,97666,68007,IN,Union City Indiana Fire Department,32,2019,incorporatedplace
5197,97209,01040,WI,Town of Rome Fire Department,32,39246,minorcivildivision
5198,79893,09505,WY,Douglas Volunteer Fire Department,32,9948,incorporatedplace
5199,88494,78049,OH,Mesopotamia Volunteer Fire Department,32,24543,minorcivildivision
5200,80178,26007,NY,East Avon Fire Department,32,6817,unincorporatedplace
5201,89655,KA441,TX,Nassau Bay Volunteer Fire Department,32,13545,incorporatedplace
5202,90047,56110,MN,New York Mills Fire Department,32,2911,incorporatedplace
5203,76954,02205,SC,Center Fire Department,32,17240,minorcivildivision
5204,98778,52940,NH,Weare Fire Department,32,30564,minorcivildivision
5205,77185,67103,OH,Charlestown Fire Department,32,26152,minorcivildivision
5206,92058,25105,MN,Pine Island Fire & Rescue,32,5048,minorcivildivision
5207,86167,18001,LA,Lake Providence Fire Department,32,1883,minorcivildivision
5208,88635,66008,AR,Midland Rural Volunteer Fire Departmnet,32,5838,incorporatedplace
5209,89476,00139,AL,Mt. Olive Fire District,32,7861,unincorporatedplace
5210,79932,93111,TN,Doyle Volunteer Fire Department,32,13441,incorporatedplace
5211,80561,06803,NC,Efland Volunteer Fire Department,32,3896,unincorporatedplace
5212,78324,KK206,TX,Coffee City Fire Department,32,46368,minorcivildivision
5213,83817,08020,LA,Haughton Fire Department,32,3711,incorporatedplace
5214,95580,08074,NC,South Salisbury Fire Department,32,28126,minorcivildivision
5215,91647,63019,OH,Payne Volunteer Fire Department,32,18648,incorporatedplace
5216,83350,70002,OK,Guymon Fire Department,32,14312,incorporatedplace
5217,90292,52075,NY,North Babylon Volunteer Fire Company,32,5385,unincorporatedplace
5218,89031,19140,NJ,Montague Volunteer Fire Department,32,29047,minorcivildivision
